First Name,Last Name,Position,Jersey,Team,gamesPlayed,points,scoringPoints,goals,onePointGoals,twoPointGoals,assists,shots,shotPct,shotsOnGoal,shotsOnGoalPct,twoPointShots,twoPointShotPct,twoPointShotsOnGoal,twoPointShotsOnGoalPct,turnovers,causedTurnovers,groundBalls,touches,totalPasses,faceoffPct,faceoffsWon,faceoffsLost,faceoffs,saa,saves,savePct,scoresAgainst,twoPointGoalsAgainst,numPenalties,pim,powerPlayGoals,powerPlayShots,powerPlayGoalsAgainst,shortHandedGoals,shortHandedShots,unassistedGoals,assistedGoals
Sam,Handley,M,26,Chrome,9,14,11,10,9,1,3,46,0.21739130434782608,26,0.5652173913043478,12,0.08333333333333333,7,0.5833333333333334,15,1,7,178,117,0,0,0,0,0,0,0,0,0,1,0.5,0,2,0,0,1,9,1
Cross,Ferrara,A,22,Chrome,8,14,12,12,12,0,2,54,0.2222222222222222,35,0.6481481481481481,3,0,1,0.3333333333333333,11,1,8,281,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,6
Owen,Grant,LSM,81,Redwoods,3,2,2,1,0,1,0,6,0.16666666666666666,3,0.5,5,0.2,2,0.4,1,3,2,16,9,0,0,3,3,0,0,0,0,0,2,1.5,0,0,0,0,0,0,1
Joseph,Nardella,FO,91,Whipsnakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Williams,M,14,Chrome,2,1,1,1,1,0,0,6,0.16666666666666666,3,0.5,1,0,0,0,6,0,0,27,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
James,Reilly,FO,13,Waterdogs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0.3783783783783784,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin,Heacock,M,2,Chrome,8,2,2,2,2,0,0,21,0.09523809523809523,5,0.23809523809523808,1,0,0,0,3,0,3,97,73,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
Xander,Dickson,M,10,Atlas,10,20,14,14,14,0,6,38,0.3684210526315789,25,0.6578947368421053,0,0,0,0,16,3,11,192,138,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,1,13
Reid,Bowering,M,98,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,Messenger,SSDM,0,Chrome,5,4,4,4,4,0,0,11,0.36363636363636365,9,0.8181818181818182,1,0,1,1,3,4,7,70,56,0.4,4,6,10,0,0,0,0,0,1,0.5,0,0,0,0,0,4,0
Drake,Porter,G,34,Atlas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,18,0,0,0,0,14.666666666666668,17,0.435897435897436,22,0,0,0,0,0,1,0,0,0,0
Logan,Wisnauskas,A,12,Chrome,10,18,11,11,11,0,7,54,0.2037037037037037,33,0.6111111111111112,1,0,0,0,17,3,18,312,241,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4,7
Chris,Gray,A,4,Atlas,10,37,24,22,20,2,13,75,0.29333333333333333,48,0.64,5,0.4,4,0.8,23,1,14,354,256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,14
Arden,Cohen,D,40,Redwoods,10,2,2,1,0,1,0,1,1,1,1,1,1,1,1,5,6,12,58,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt,Moore,A,11,Archers,8,16,10,10,10,0,6,50,0.2,34,0.68,5,0,4,0.8,10,1,14,184,124,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,7,3
Koby,Smith,LSM,0,Atlas,3,2,2,1,0,1,0,5,0.2,2,0.4,4,0.25,2,0.5,2,2,3,12,5,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,1,0
Bubba,Fairman,SSDM,2,Cannons,10,5,0,0,0,0,5,4,0,3,0.75,0,0,0,0,1,15,9,78,73,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Brett,Dobson,G,45,Archers,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,128,127,0,0,0,0,10.405720737674068,123,0.580188679245283,96,7,1,1,0,0,8,0,0,0,0
Brendan,Curry,M,16,Atlas,8,9,5,5,5,0,4,16,0.3125,9,0.5625,0,0,0,0,4,0,5,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Dillon,Ward,G,37,Waterdogs,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,61,59,0,0,0,0,10.89171974522293,85,0.611510791366906,57,3,0,0,0,0,4,0,0,0,0
Connor,Kelly,M,40,Waterdogs,7,17,16,11,6,5,1,41,0.2682926829268293,19,0.4634146341463415,16,0.3125,8,0.5,10,1,7,180,129,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,5,6
Zed,Williams,A,36,Whipsnakes,9,22,15,15,15,0,7,73,0.2054794520547945,45,0.6164383561643836,3,0,1,0.3333333333333333,13,2,10,237,151,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3
Colin,Squires,LSM,39,Whipsnakes,10,3,2,1,0,1,1,5,0.2,1,0.2,4,0.25,1,0.25,0,7,11,35,30,0.08695652173913043,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colin,Kirst,G,5,Cannons,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,20,161,154,0,0,0,0,11.03172620534599,113,0.565,92,5,0,0,0,0,12,0,0,0,0
Owen,McElroy,G,24,Chrome,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,22,21,0,0,0,0,11.256764882742033,13,0.5,13,0,0,0,0,0,1,0,0,0,0
Jon,Robbins,LSM,41,Archers,6,1,1,1,1,0,0,3,0.3333333333333333,2,0.6666666666666666,0,0,0,0,1,5,7,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryan,Aughavin,M,42,Archers,4,4,4,3,2,1,0,15,0.2,8,0.5333333333333333,3,0.3333333333333333,2,0.6666666666666666,0,0,3,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Colin,Hinton,D,2,Whipsnakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Lindley,A,33,Chaos,2,1,1,1,1,0,0,4,0.25,2,0.5,0,0,0,0,1,0,2,22,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
Chet,Comizio,SSDM,57,Atlas,7,3,1,1,1,0,2,3,0.3333333333333333,2,0.6666666666666666,0,0,0,0,2,0,15,52,47,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1
